Census,School Name,Category,Year Level,Students
05 August 2016,Campbell Primary School,Gov,Year 3,40
05 August 2016,Campbell Primary School,Gov,Year 2,43
05 August 2016,"Canberra College, The",Gov,Mature,62
05 August 2016,"Canberra College, The",Gov,Year 11,587
05 August 2016,"Canberra College, The",Gov,Year 12,370
05 August 2016,Canberra High School,Gov,Year 8,198
05 August 2016,Canberra High School,Gov,Year 7,214
05 August 2016,Canberra High School,Gov,Year 9,200
05 August 2016,Canberra High School,Gov,Year 10,214
05 August 2016,Caroline Chisholm School,Gov,Year 6,37
05 August 2016,Caroline Chisholm School,Gov,Year 5,41
05 August 2016,Caroline Chisholm School,Gov,Year 8,79
05 August 2016,Caroline Chisholm School,Gov,Year 7,86
05 August 2016,Caroline Chisholm School,Gov,Year 4,47
05 August 2016,Caroline Chisholm School,Gov,Year 9,80
05 August 2016,Caroline Chisholm School,Gov,Preschool,45
05 August 2016,Caroline Chisholm School,Gov,Year 1,35
05 August 2016,Caroline Chisholm School,Gov,Kindergarten,45
05 August 2016,Caroline Chisholm School,Gov,Year 3,45
05 August 2016,Caroline Chisholm School,Gov,Year 2,37
05 August 2016,Caroline Chisholm School,Gov,Year 10,87
05 August 2016,Chapman Primary School,Gov,Year 4,72
05 August 2016,Chapman Primary School,Gov,Year 5,76
05 August 2016,Chapman Primary School,Gov,Year 6,76
05 August 2016,Chapman Primary School,Gov,Year 1,86
05 August 2016,Chapman Primary School,Gov,Preschool,88
05 August 2016,Chapman Primary School,Gov,Kindergarten,79
05 August 2016,Chapman Primary School,Gov,Year 2,83
05 August 2016,Chapman Primary School,Gov,Year 3,81
05 August 2016,Charles Conder Primary School,Gov,Year 4,36
05 August 2016,Charles Conder Primary School,Gov,Year 5,45
05 August 2016,Charles Conder Primary School,Gov,Year 6,28
05 August 2016,Charles Conder Primary School,Gov,Year 1,46
05 August 2016,Charles Conder Primary School,Gov,Preschool,85
05 August 2016,Charles Conder Primary School,Gov,Kindergarten,49
05 August 2016,Charles Conder Primary School,Gov,Year 2,30
05 August 2016,Charles Conder Primary School,Gov,Year 3,28
05 August 2016,Charles Weston School,Gov,Year 5,16
05 August 2016,Charles Weston School,Gov,Year 6,10
05 August 2016,Charles Weston School,Gov,Year 4,23
05 August 2016,Charles Weston School,Gov,Preschool,45
05 August 2016,Charles Weston School,Gov,Year 1,26
05 August 2016,Charles Weston School,Gov,Kindergarten,27
05 August 2016,Charles Weston School,Gov,Year 3,22
05 August 2016,Charles Weston School,Gov,Year 2,12
05 August 2016,Charnwood-Dunlop School,Gov,Year 6,25
05 August 2016,Charnwood-Dunlop School,Gov,Year 4,32
05 August 2016,Charnwood-Dunlop School,Gov,Year 5,30
05 August 2016,Charnwood-Dunlop School,Gov,Preschool,94
05 August 2016,Charnwood-Dunlop School,Gov,Year 1,58
05 August 2016,Charnwood-Dunlop School,Gov,Kindergarten,40
05 August 2016,Charnwood-Dunlop School,Gov,Year 2,36
05 August 2016,Charnwood-Dunlop School,Gov,Year 3,27
05 August 2016,Cranleigh School,Gov,Year 6,5
05 August 2016,Cranleigh School,Gov,Year 4,10
05 August 2016,Cranleigh School,Gov,Year 5,8
05 August 2016,Cranleigh School,Gov,Preschool,12
05 August 2016,Cranleigh School,Gov,Kindergarten,17
05 August 2016,Cranleigh School,Gov,Year 1,12
05 August 2016,Cranleigh School,Gov,Year 3,3
05 August 2016,Cranleigh School,Gov,Year 2,19
05 August 2016,Curtin Primary School,Gov,Year 4,78
05 August 2016,Curtin Primary School,Gov,Year 5,76
05 August 2016,Curtin Primary School,Gov,Year 6,69
05 August 2016,Curtin Primary School,Gov,Year 1,63
05 August 2016,Curtin Primary School,Gov,Preschool,66
05 August 2016,Curtin Primary School,Gov,Kindergarten,54
05 August 2016,Curtin Primary School,Gov,Year 3,72
05 August 2016,Curtin Primary School,Gov,Year 2,70
05 August 2016,Dickson College,Gov,Year 7,12
05 August 2016,Dickson College,Gov,Year 8,8
05 August 2016,Dickson College,Gov,Year 9,12
05 August 2016,Dickson College,Gov,Year 10,19
05 August 2016,Dickson College,Gov,Year 12,369
05 August 2016,Dickson College,Gov,Year 11,434
05 August 2016,Duffy Primary School,Gov,Year 6,39
05 August 2016,Duffy Primary School,Gov,Year 4,57
05 August 2016,Duffy Primary School,Gov,Year 5,40
05 August 2016,Duffy Primary School,Gov,Preschool,49
05 August 2016,Duffy Primary School,Gov,Year 1,45
05 August 2016,Duffy Primary School,Gov,Kindergarten,46
05 August 2016,Duffy Primary School,Gov,Year 2,55
05 August 2016,Duffy Primary School,Gov,Year 3,47
05 August 2016,Erindale College,Gov,Year 12,208
05 August 2016,Erindale College,Gov,Year 11,259
05 August 2016,Erindale College,Gov,Year 10,49
05 August 2016,Evatt Primary School,Gov,Year 4,41
05 August 2016,Evatt Primary School,Gov,Year 5,44
05 August 2016,Evatt Primary School,Gov,Year 6,34
05 August 2016,Evatt Primary School,Gov,Preschool,66
05 August 2016,Evatt Primary School,Gov,Year 1,46
05 August 2016,Evatt Primary School,Gov,Kindergarten,35
05 August 2016,Evatt Primary School,Gov,Year 3,41
05 August 2016,Evatt Primary School,Gov,Year 2,34
05 August 2016,Fadden Primary School,Gov,Year 5,40
05 August 2016,Fadden Primary School,Gov,Year 6,35
05 August 2016,Fadden Primary School,Gov,Year 4,56
05 August 2016,Fadden Primary School,Gov,Preschool,43
05 August 2016,Fadden Primary School,Gov,Kindergarten,40
05 August 2016,Fadden Primary School,Gov,Year 1,50
05 August 2016,Fadden Primary School,Gov,Year 3,46
05 August 2016,Fadden Primary School,Gov,Year 2,59
05 August 2016,Farrer Primary School,Gov,Year 4,48
05 August 2016,Farrer Primary School,Gov,Year 5,52
05 August 2016,Farrer Primary School,Gov,Year 6,34
05 August 2016,Farrer Primary School,Gov,Year 1,46
05 August 2016,Farrer Primary School,Gov,Preschool,45
05 August 2016,Farrer Primary School,Gov,Kindergarten,39
05 August 2016,Farrer Primary School,Gov,Year 3,42
05 August 2016,Farrer Primary School,Gov,Year 2,47
05 August 2016,Florey Primary School,Gov,Year 6,64
05 August 2016,Florey Primary School,Gov,Year 5,65
05 August 2016,Florey Primary School,Gov,Year 4,60
05 August 2016,Florey Primary School,Gov,Kindergarten,59
05 August 2016,Florey Primary School,Gov,Preschool,85
05 August 2016,Florey Primary School,Gov,Year 1,70
05 August 2016,Florey Primary School,Gov,Year 3,61
05 August 2016,Florey Primary School,Gov,Year 2,67
05 August 2016,Forrest Primary School,Gov,Year 4,70
05 August 2016,Forrest Primary School,Gov,Year 5,69
05 August 2016,Forrest Primary School,Gov,Year 6,77
05 August 2016,Forrest Primary School,Gov,Year 1,56
05 August 2016,Forrest Primary School,Gov,Preschool,46
05 August 2016,Forrest Primary School,Gov,Kindergarten,58
05 August 2016,Forrest Primary School,Gov,Year 3,78
05 August 2016,Forrest Primary School,Gov,Year 2,63
05 August 2016,Franklin Early Childhood School,Gov,Preschool,150
05 August 2016,Franklin Early Childhood School,Gov,Year 1,47
05 August 2016,Franklin Early Childhood School,Gov,Kindergarten,69
05 August 2016,Franklin Early Childhood School,Gov,Year 2,29
05 August 2016,Fraser Primary School,Gov,Year 5,52
05 August 2016,Fraser Primary School,Gov,Year 6,47
05 August 2016,Fraser Primary School,Gov,Year 4,56
05 August 2016,Fraser Primary School,Gov,Year 1,61
05 August 2016,Fraser Primary School,Gov,Preschool,66
05 August 2016,Fraser Primary School,Gov,Kindergarten,60
05 August 2016,Fraser Primary School,Gov,Year 2,61
05 August 2016,Fraser Primary School,Gov,Year 3,65
05 August 2016,Garran Primary School,Gov,Year 5,89
05 August 2016,Garran Primary School,Gov,Year 4,76
05 August 2016,Garran Primary School,Gov,Year 6,66
05 August 2016,Garran Primary School,Gov,Preschool,45
05 August 2016,Garran Primary School,Gov,Year 1,88
05 August 2016,Garran Primary School,Gov,Kindergarten,73
05 August 2016,Garran Primary School,Gov,Year 3,82
05 August 2016,Garran Primary School,Gov,Year 2,88
05 August 2016,Gilmore Primary School,Gov,Year 4,14
05 August 2016,Gilmore Primary School,Gov,Year 5,14
05 August 2016,Gilmore Primary School,Gov,Year 6,7
05 August 2016,Gilmore Primary School,Gov,Year 1,14
05 August 2016,Gilmore Primary School,Gov,Preschool,13
05 August 2016,Gilmore Primary School,Gov,Kindergarten,17
05 August 2016,Gilmore Primary School,Gov,Year 2,15
05 August 2016,Gilmore Primary School,Gov,Year 3,9
05 August 2016,Giralang Primary School,Gov,Year 6,24
05 August 2016,Giralang Primary School,Gov,Year 4,30
05 August 2016,Giralang Primary School,Gov,Year 5,37
05 August 2016,Giralang Primary School,Gov,Kindergarten,57
05 August 2016,Giralang Primary School,Gov,Year 1,41
05 August 2016,Giralang Primary School,Gov,Preschool,65
05 August 2016,Giralang Primary School,Gov,Year 3,55
05 August 2016,Giralang Primary School,Gov,Year 2,31
05 August 2016,Gold Creek School,Gov,Year 5,72
05 August 2016,Gold Creek School,Gov,Year 4,85
05 August 2016,Gold Creek School,Gov,Year 6,74
05 August 2016,Gold Creek School,Gov,Year 7,148
05 August 2016,Gold Creek School,Gov,Year 8,134
05 August 2016,Gold Creek School,Gov,Year 9,126
05 August 2016,Gold Creek School,Gov,Preschool,128
05 August 2016,Gold Creek School,Gov,Year 1,90
05 August 2016,Gold Creek School,Gov,Kindergarten,86
05 August 2016,Gold Creek School,Gov,Year 3,75
05 August 2016,Gold Creek School,Gov,Year 10,144
05 August 2016,Gold Creek School,Gov,Year 2,69
05 August 2016,Gordon Primary School,Gov,Year 6,44
05 August 2016,Gordon Primary School,Gov,Year 4,62
05 August 2016,Gordon Primary School,Gov,Year 5,55
05 August 2016,Gordon Primary School,Gov,Preschool,102
05 August 2016,Gordon Primary School,Gov,Year 1,62
05 August 2016,Gordon Primary School,Gov,Kindergarten,68
05 August 2016,Gordon Primary School,Gov,Year 2,63
05 August 2016,Gordon Primary School,Gov,Year 3,47
05 August 2016,Gowrie Primary School,Gov,Year 6,28
05 August 2016,Gowrie Primary School,Gov,Year 5,33
05 August 2016,Gowrie Primary School,Gov,Year 4,27
05 August 2016,Gowrie Primary School,Gov,Kindergarten,43
05 August 2016,Gowrie Primary School,Gov,Preschool,41
05 August 2016,Gowrie Primary School,Gov,Year 1,47
05 August 2016,Gowrie Primary School,Gov,Year 2,25
05 August 2016,Gowrie Primary School,Gov,Year 3,33
05 August 2016,Gungahlin College,Gov,Year 11,573
05 August 2016,Gungahlin College,Gov,Year 12,420
05 August 2016,Gungahlin College,Gov,Year 10,24
05 August 2016,Harrison School,Gov,Year 4,165
05 August 2016,Harrison School,Gov,Year 7,130
05 August 2016,Harrison School,Gov,Year 5,165
05 August 2016,Harrison School,Gov,Year 8,99
05 August 2016,Harrison School,Gov,Year 6,142
05 August 2016,Harrison School,Gov,Year 9,116
05 August 2016,Harrison School,Gov,Kindergarten,171
05 August 2016,Harrison School,Gov,Preschool,149
05 August 2016,Harrison School,Gov,Year 1,179
05 August 2016,Harrison School,Gov,Year 10,108
05 August 2016,Harrison School,Gov,Year 2,151
05 August 2016,Harrison School,Gov,Year 3,146
05 August 2016,Hawker College,Gov,Year 11,246
05 August 2016,Hawker College,Gov,Year 12,186
05 August 2016,Hawker Primary School,Gov,Year 4,46
05 August 2016,Hawker Primary School,Gov,Year 5,49
05 August 2016,Hawker Primary School,Gov,Year 6,49
05 August 2016,Hawker Primary School,Gov,Kindergarten,47
05 August 2016,Hawker Primary School,Gov,Year 1,54
05 August 2016,Hawker Primary School,Gov,Preschool,44
05 August 2016,Hawker Primary School,Gov,Year 2,51
05 August 2016,Hawker Primary School,Gov,Year 3,39
05 August 2016,Hughes Primary School,Gov,Year 6,51
05 August 2016,Hughes Primary School,Gov,Year 5,57
05 August 2016,Hughes Primary School,Gov,Year 4,56
05 August 2016,Hughes Primary School,Gov,Year 1,61
05 August 2016,Hughes Primary School,Gov,Kindergarten,54
05 August 2016,Hughes Primary School,Gov,Preschool,44
05 August 2016,Hughes Primary School,Gov,Year 2,62
05 August 2016,Hughes Primary School,Gov,Year 3,64
05 August 2016,Isabella Plains Early Childhood School,Gov,Kindergarten,51
05 August 2016,Isabella Plains Early Childhood School,Gov,Year 1,31
05 August 2016,Isabella Plains Early Childhood School,Gov,Preschool,81
05 August 2016,Isabella Plains Early Childhood School,Gov,Year 2,22
05 August 2016,Jervis Bay School,Gov,Year 6,4
05 August 2016,Jervis Bay School,Gov,Year 4,7
05 August 2016,Jervis Bay School,Gov,Year 5,8
05 August 2016,Jervis Bay School,Gov,Year 1,4
05 August 2016,Jervis Bay School,Gov,Kindergarten,7
05 August 2016,Jervis Bay School,Gov,Preschool,26
05 August 2016,Jervis Bay School,Gov,Year 2,5
05 August 2016,Jervis Bay School,Gov,Year 3,10
05 August 2016,Kaleen Primary School,Gov,Year 6,70
05 August 2016,Kaleen Primary School,Gov,Year 5,70
05 August 2016,Kaleen Primary School,Gov,Year 4,73
05 August 2016,Kaleen Primary School,Gov,Preschool,66
05 August 2016,Kaleen Primary School,Gov,Kindergarten,93
05 August 2016,Kaleen Primary School,Gov,Year 1,77
05 August 2016,Kaleen Primary School,Gov,Year 2,76
05 August 2016,Kaleen Primary School,Gov,Year 3,81
05 August 2016,Kingsford Smith School,Gov,Year 6,72
05 August 2016,Kingsford Smith School,Gov,Year 8,70
05 August 2016,Kingsford Smith School,Gov,Year 7,83
05 August 2016,Kingsford Smith School,Gov,Year 5,64
05 August 2016,Kingsford Smith School,Gov,Year 4,67
05 August 2016,Kingsford Smith School,Gov,Year 9,86
05 August 2016,Kingsford Smith School,Gov,Kindergarten,69
05 August 2016,Kingsford Smith School,Gov,Preschool,85
05 August 2016,Kingsford Smith School,Gov,Year 1,72
05 August 2016,Kingsford Smith School,Gov,Year 2,66
05 August 2016,Kingsford Smith School,Gov,Year 10,77
05 August 2016,Kingsford Smith School,Gov,Year 3,69
05 August 2016,Koori Preschool,Gov,Preschool,82
05 August 2016,Lake Tuggeranong College,Gov,Mature,1
05 August 2016,Lake Tuggeranong College,Gov,Year 12,366
05 August 2016,Lake Tuggeranong College,Gov,Year 11,388
05 August 2016,Lake Tuggeranong College,Gov,Year 10,13
05 August 2016,Lanyon High School,Gov,Year 7,88
05 August 2016,Lanyon High School,Gov,Year 8,69
05 August 2016,Lanyon High School,Gov,Year 9,92
05 August 2016,Lanyon High School,Gov,Year 10,88
05 August 2016,Latham Primary School,Gov,Year 5,46
05 August 2016,Latham Primary School,Gov,Year 6,27
05 August 2016,Latham Primary School,Gov,Year 4,34
05 August 2016,Latham Primary School,Gov,Year 1,44
05 August 2016,Latham Primary School,Gov,Kindergarten,36
05 August 2016,Latham Primary School,Gov,Preschool,44
05 August 2016,Latham Primary School,Gov,Year 2,38
05 August 2016,Latham Primary School,Gov,Year 3,39
05 August 2016,Lyneham High School,Gov,Year 7,278
05 August 2016,Lyneham High School,Gov,Year 8,266
05 August 2016,Lyneham High School,Gov,Year 9,257
05 August 2016,Lyneham High School,Gov,Year 10,272
05 August 2016,Lyneham Primary School,Gov,Year 5,79
05 August 2016,Lyneham Primary School,Gov,Year 6,54
05 August 2016,Lyneham Primary School,Gov,Year 4,50
05 August 2016,Lyneham Primary School,Gov,Preschool,61
05 August 2016,Lyneham Primary School,Gov,Year 1,64
05 August 2016,Lyneham Primary School,Gov,Kindergarten,61
05 August 2016,Lyneham Primary School,Gov,Year 2,55
05 August 2016,Lyneham Primary School,Gov,Year 3,59
05 August 2016,Lyons Early Childhood School,Gov,Preschool,62
05 August 2016,Lyons Early Childhood School,Gov,Kindergarten,40
05 August 2016,Lyons Early Childhood School,Gov,Year 1,32
05 August 2016,Lyons Early Childhood School,Gov,Year 2,25
05 August 2016,Macgregor Primary School,Gov,Year 6,54
05 August 2016,Macgregor Primary School,Gov,Year 5,52
05 August 2016,Macgregor Primary School,Gov,Year 4,76
05 August 2016,Macgregor Primary School,Gov,Year 1,91
05 August 2016,Macgregor Primary School,Gov,Preschool,80
05 August 2016,Macgregor Primary School,Gov,Kindergarten,78
05 August 2016,Macgregor Primary School,Gov,Year 3,70
05 August 2016,Macgregor Primary School,Gov,Year 2,62
05 August 2016,Macquarie Primary School,Gov,Year 5,50
05 August 2016,Macquarie Primary School,Gov,Year 4,57
05 August 2016,Macquarie Primary School,Gov,Year 6,43
05 August 2016,Macquarie Primary School,Gov,Preschool,44
05 August 2016,Macquarie Primary School,Gov,Kindergarten,49
05 August 2016,Macquarie Primary School,Gov,Year 1,59
05 August 2016,Macquarie Primary School,Gov,Year 3,53
05 August 2016,Macquarie Primary School,Gov,Year 2,39
05 August 2016,Majura Primary School,Gov,Year 6,74
05 August 2016,Majura Primary School,Gov,Year 5,74
05 August 2016,Majura Primary School,Gov,Year 4,76
05 August 2016,Majura Primary School,Gov,Year 1,78
05 August 2016,Majura Primary School,Gov,Preschool,86
05 August 2016,Majura Primary School,Gov,Kindergarten,73
05 August 2016,Majura Primary School,Gov,Year 3,62
05 August 2016,Majura Primary School,Gov,Year 2,79
05 August 2016,Malkara School,Gov,Year 5,10
05 August 2016,Malkara School,Gov,Year 6,12
05 August 2016,Malkara School,Gov,Year 4,13
05 August 2016,Malkara School,Gov,Year 1,11
05 August 2016,Malkara School,Gov,Preschool,14
05 August 2016,Malkara School,Gov,Kindergarten,12
05 August 2016,Malkara School,Gov,Year 2,3
05 August 2016,Malkara School,Gov,Year 3,7
05 August 2016,Maribyrnong Primary School,Gov,Year 5,33
05 August 2016,Maribyrnong Primary School,Gov,Year 6,26
